           1   4.9975012493753122E-004   4.8763792416778990     
           2   9.9950024987506244E-004   4.8763647609077765     
           3   1.4992503748125937E-003   4.8763213204165394     
           4   1.9990004997501249E-003   4.8762561611437922     
           5   2.4987506246876559E-003   4.8761707325156847     
           6   2.9985007496251873E-003   4.8760655190499573     
           7   3.4982508745627187E-003   4.8759407298708624     
           8   3.9980009995002497E-003   4.8757964710877912     
           9   4.4977511244377807E-003   4.8756328032547183     
          10   4.9975012493753117E-003   4.8754497643538643     
          11   5.4972513743128436E-003   4.8752473802427119     
          12   5.9970014992503746E-003   4.8750256698773926     
          13   6.4967516241879056E-003   4.8747846481251536     
          14   6.9965017491254375E-003   4.8745243273713728     
          15   7.4962518740629685E-003   4.8742447184836353     
          16   7.9960019990004995E-003   4.8739458314141597     
          17   8.4957521239380305E-003   4.8736276755894714     
          18   8.9955022488755615E-003   4.8732902601700632     
          19   9.4952523738130925E-003   4.8729335942279208     
          20   9.9950024987506235E-003   4.8725576868706630     
          21   1.0494752623688156E-002   4.8721625473300776     
          22   1.0994502748625687E-002   4.8717481850263873     
          23   1.1494252873563218E-002   4.8713146096156041     
          24   1.1994002998500749E-002   4.8708618310249214     
          25   1.2493753123438280E-002   4.8703898594794692     
          26   1.2993503248375811E-002   4.8698987055227621     
          27   1.3493253373313342E-002   4.8693883800324658     
          28   1.3993003498250875E-002   4.8688588942326598     
          29   1.4492753623188406E-002   4.8683102597033994     
          30   1.4992503748125937E-002   4.8677424883882550     
          31   1.5492253873063468E-002   4.8671555926002394     
          32   1.5992003998000999E-002   4.8665495850264904     
          33   1.6491754122938532E-002   4.8659244787319649     
          34   1.6991504247876061E-002   4.8652802871623324     
          35   1.7491254372813594E-002   4.8646170241462494     
          36   1.7991004497751123E-002   4.8639347038971046     
          37   1.8490754622688656E-002   4.8632333410143431     
          38   1.8990504747626185E-002   4.8625129504844447     
          39   1.9490254872563718E-002   4.8617735476816133     
          40   1.9990004997501247E-002   4.8610151483682227     
